Luther Strange
Chionidis Savvas
Christidou Rallia
(Miltos) Chrysomallis Miltiadis
Athanasios Davakis
(Tasos) Anastasios Dimoschakis
(Noni) Dounia Panagiota
Dritsas Theodoros
Anna Efthymiou
Filis Nikolaos
Filippos Fortomas
Georgantas Georgios
(Nantia) Giannakopoulou Konstantina
(Marietta) - Giannakou Koutsikou Mariori
Christos Giannoulis
Giogiakas Vasileios
(Natasa) Anastasia Gkara
Gkiokas Ioannis
(Mika) Iatridi Tsampika
Igoumenidis Nikolaos
Dimitrios Kairidis
Georgios Kaminis
Kappatos Panagis
Karamanlis Konstantinos
(Froso) Eyfrosyni Karasarlidou
(Nina) Eirini Kasimati
Katrinis Michail
(Chara) Charoula Kefalidou
Keletsis Stavros
Christos Kellas
Emmanouil Konsolas
Konstantinopoulos Odysseas
Dimitrios Konstantopoulos
Andreas Koutsoumpas
Dimitrios Kouvelas
Konstantinos Kyranakis
Lazaridis Makarios
Leontaridis Theofilos
(Spilios) Livanos Spyridonas-Panagiotis
(Giannis) - Ioannis Loverdos Michail
(Zetta) Makri Zoi
(Charis) Charalampos Mamoulakis
Mantas Periklis
Georgia Martinou
Alexandros Meikopoulos
Andreas Michailidis
(Notis) Mitarachi Panagiotis
(Thanos) Athanasios Moraitis
Ioannis Mouzalas
Antonios Mylonakis
Andreas Nikolakopoulos
(Katerina) Aikaterini Notopoulou
Ioannis Oikonomou
Nikolaos Panagiotopoulos
Apostolos Panas
(Bampis) Charalampos Papadimitriou
(Sakis) Athanasios Papadopoulos
(Katerina) - Aikaterini Palioura Papakosta
Georgios Papandreou
Ioannis Pappas
Nikolaos Pappas
Andreas Patsis
(Peti) Perka Theopisti
Foteini Pipili
Athanasios Plevris
Andreas Poulas
Georgios Psychogios
Rapti Zoi
Maximos Senetakis
(Stratos) Efstratios Simopoulos
Asimina Skondra
(Mpetty) Elissavet Skoufa
(Panos) Panagiotis Skouroliakos
(Marilena) - Eleni Maria Soukouli Viliali
- Petros Spanakis Vasileios
Christos Spirtzis
Evripidis Stylianidis
Georgios Stylios
(Angelos) Evangelos Syrigos
Nikolaos Syrmalenios
Olympia Teligioridou
(Charis) Theocharis Theocharis
(Takis) Panagiotis Theodorikakos
Lazaros Tsavdaridis
Konstantinos Tsiaras
Angelos Tsigkris
(Spyros) Spyridon Tsilingiris
Dimitrios Tzanakopoulos
Konstantinos Tzavaras
Anna Vagena
Georgios Varoufakis Yanis
(Lakis) Vasileiadis Vasileios
Kyriakos Velopoulos
Christoforos Vernardakis
Konstantinos Vlasis
- Konstantinos Manousos Voloudakis
(Mariliza) - Eliza Maria Xenogiannakopoulou
Konstantinos Zachariadis
Chousein Zeimpek
Adrian Wüthrich
Alfred Heer
Aline Trede
Alois Gmür
Beat Jans
Benjamin Roduit
Brigitte Häberli-Koller
Bulliard-Marbach Christine
Daniel Frei
Diana Gutjahr
Campell Duri
Edith Graf-Litscher
Flavia Wasserfallen
Guy Parmelin
Brunner Hansjörg
Heinz Siegenthaler
Irène Kälin
Fluri Kurt
Fehlmann Laurence Rielle
Carobbio Guscetti Marina
Haab Martin
Mauro Tuena
Michael Töngi
Fernandez Nicolas Rochat
Nicolo Paganini
Gugger Niklaus-Samuel
Bruderer Pascale Wyss
Hegglin Peter
Kutter Philipp
Bregy Matthias Philipp
Regine Sauter
Cattaneo Rocco
Marti Samira
Bendahan Samuel
Simonetta Sommaruga
Schläpfer Therese
Courten De Thomas
Egger Thomas
Schneider Schüttel Ursula
Luginbühl Werner
Adam Koeverden Van
Alain Therrien
Alex Ruff
Alexis Brunelle-Duceppe
Anand Anita
Annie Koutrakis
Bardish Chagger
Brad Redekopp
Brad Vis
Chris D'Entremont
Chris Lewis
Christine Normandin
Churence Rogers
Claude Debellefeuille
Corey Tochor
Damien Kurek
Dan Mazier
Dave Epp
Denis Trudel
Derek Sloan
Doug Shipley
Duncan Eric
Eric Melillo
Gary Vidal
Ginette Petitpas Taylor
Greg Mclean
Dong Han
Heather Mcpherson
Helena Jaczek
Irek Kusmierczyk
Harris Jack
Jagmeet Singh
Battiste Jaime
Cumming James
Hallan Jasraj Singh
Jean Yip
Atwin Jenica
John Williamson
Julie Vignola
Chiu Kenny
Findlay Kerry-Lynne
Kristina Michaud
Collins Laurel
Gazan Leah
Lenore Zann
Lianne Rood
Lindsay Mathyssen
Chabot Louise
Desilets Luc
Maninder Sidhu
Dalton Marc
Lalonde Marie-France
Gaudreau Marie-Hélène
Mario Simard
Champoux Martin
Marty Morantz
Green Matthew
Blanchette-Joncas Maxime
Barrett Michael
Kram Michael
Kelloway Mike
Mumilaaq Qaqqaq
Lattanzio Patricia
Patrick Weiler
Manly Paul
Bendayan Rachel
Dancho Raquel
Bragdon Richard
Martel Richard
Moore Rob
Morrison Rob
Falk Rosemarie
Ryan Turnbull
Sameer Zuberi
Davidson Scot
Aitchison Scott
Lemire Sébastien
Savard-Tremblay Simon-Pierre
Ferrada Martinez Soraya
Bergeron Stéphane
Guilbeault Steven
Bérubé Sylvie
Jansen Tamara
Bachrach Taylor
Dowdall Terry
Louis Tim
Tim Uppal
Lukiwski Tom
Bynen Tony Van
Gray Tracy
Steinley Warren
Baker Yvan
Perron Yves
Blanchet Yves-François
Steggall Zali
Evans Trevor
Smith Tony
Jones Stephen
Phillip Thompson
Murphy Peta
Gorman Patrick
Conaghan Pat
Coker Libby
Allen Katie
Kate Thwaites
Burns Josh
Alexander John
James Stevens
Haines Helen
Gladys Liu
Ged Kearney
Fiona Phillips
Fiona Martin
Emma Mcbride
David Smith
Dave Sharma
Daniel Mulino
Anne Webster
Anika Wells
Alicia Payne
Tadeusz Zwiefka
Anna Maria Żukowska
Tomasz Zimoch
Benedykt Piotr Zientarski
Tomasz Zieliński
Urszula Zielińska
Bożena Żelazowska
Marcelina Zawisza
Sławomir Zawiślak
Adrian Zandberg
Paweł Zalewski
Michał Wypij
Adam Grzegorz Woźniak
Michał Woś
Agata Katarzyna Wojtyszek
Grzegorz Wojciechowski
Ryszard Wilczyński
Dariusz Wieczorek
Marta Wcisło
Piotr Wawrzyk
Jan Warzecha
Marcin Warchoł
Michał Urbaniak
Katarzyna Ueberhan
Krzysztof Tuduj
Mariusz Trepka
Tomasz Trela
Małgorzata Tracz
Krzysztof Tchórzewski
Szumowski Łukasz
Krzysztof Szulowski
Jan Szopiński
Andrzej Szewiński
Andrzej Szejna
Józefa Szczurek-Żelazko
Aleksandra Szczudło
Szczepański Wiesław
Franciszek Sterczewski
Magdalena Sroka
Anita Sowińska
Dobromir Sośnierz
Katarzyna Sójka
Agnieszka Soin
Krzysztof Sobolewski
Krzysztof Śmiszek
Sługocki Waldemar
Krystyna Skowrońska
Sipiera Zdzisław
Bartłomiej Sienkiewicz
Joanna Senyszyn
Saługa Wojciech
Jarosław Sachajko
Jarosław Rzepa
Paweł Rychlik
Marek Rutka
Grzegorz Rusiecki
Andrzej Rozenek
Rau Zbigniew
Małgorzata Prokop-Paczkowska
Porowska Violetta
Paweł Poncyljusz
Kacper Płażyński
Katarzyna Maria Piekarska
Monika Pawłowska
Karolina Pawliczak
Anna Paluch
Jacek Ozdoba
Dariusz Olszewski
Marcin Ociepa
Obaz Robert
Nowicka Wanda
Danuta Nowicka
Nowak Piotr Tomasz
Barbara Nowacka
Grzegorz Napieralski
Müller Piotr
Izabela Katarzyna Mrzygłocka
Czesław Mroczek
Mateusz Morawiecki
Aleksander Miszalski
Matysiak Paulina
Kazimierz Matuszny
Gabriela Masłowska
Jagna Marczułajtis-Walczak
Magdalena Maląg Marlena
Beata Maciejewska
Magdalena Łośko
Tomasz Ławniczak
Lasek Maciej
Kwitek Marek
Kwiatkowski Robert
Kulasek Marcin
Anita Kucharska-Dziedzic
Krzysztof Kubów
Kubiak Marta
Krutul Paweł
Katarzyna Kretkowska
Krawczyk Michał
Krajewski Stefan
Iwona Kozłowska Maria
Ewa Kozanecka
Janusz Kowalski
Kowal Paweł
Katarzyna Kotula
Kossakowski Wojciech
Kopiec Maciej
Konieczny Maciej
Dariusz Klimczak
Jan Kanthak
Kamiński Krystian
Kałużny Mariusz
Kaleta Sebastian
Kaleta Piotr
Filip Kaczyński
Dariusz Joński
Jaśkowiak Joanna
Jachira Klaudia
Arkadiusz Iwaniak
Hreniak Paweł
Grzegorz Hoffmann Zbigniew
Hardie-Douglas Jerzy
Gwóźdź Marcin
Andrzej Gut-Mostowy
Gróbarczyk Marek
Gramatyka Michał
Daria Gosek-Popiołek
Agnieszka Górska
Gontarz Robert
Głogowski Tomasz
Girzyński Zbigniew
Gill-Piątek Hanna
Anna Gembicka
Gdula Maciej
Gawkowski Krzysztof
Adam Gawęda
Galemba Leszek
Aleksandra Gajewska
Frysztak Konrad
Fogiel Radosław
Filiks Magdalena
Falej Monika
Emilewicz Jadwiga
Agnieszka Dziemianowicz-Bąk
Artur Dziambor
Drabek Przemysław
Dajczak Władysław
Czarzasty Włodzimierz
Arkadiusz Czartoryski
Czarnek Przemysław
Czarnecki Witold
Chorosińska Dominika
Buż Wiesław
Burzyńska Lidia
Bukowiec Stanisław
Braun Grzegorz
Bosak Krzysztof
Borys-Szopa Bożena
Borys Piotr
Bortniczuk Kamil
Bochenek Rafał
Bochenek Mateusz
Bielecki Jerzy
Berkowicz Konrad
Bartoszewski Teofil Władysław
Babalski Zbigniew
Ardanowski Jan Krzysztof
Aniśko Tomasz
Arens Josy
Bacquelaine Daniel
Bertels Jan
Briers Jan
Buyst Kim
Cogolati Samuel
Colebunders Gaby
Crombez John
Block De Maggie
Caluwé De Robby
Alexander Croo De
De Maegd Michel
De François Smet
De Pieter Spiegeleer
Dedecker Jean-Marie
Demir Zuhal
Depoorter Kathleen
Depoortere Ortwin
Depraetere Melissa
Caroline Désir
Dewulf Nathalie
Farih Nawal
André Flahaut
Francken Theo
Freilich Michael
Geens Koen
Frieda Gijbels
Erik Gilissen
Goblet Marc
Ingels Yngvild
Jambon Jan
Khattabi Zakia
Kherbache Yasmine
Christophe Lacroix
Christian Leysen
Goedele Liekens
Marghem Marie-Christine
Merckx Sofie
Mertens Peter
Charles Michel
Moutquin Simon
Annick Ponthier
Maxime Prévot
Patrick Prévot
Florence Reuter
Didier Reynders
Roggeman Tomas
Rohonyi Sophie
Darya Safai
Ellen Samyn
Sarah Schlitz
Jessika Soors
Caroline Taquin
Eliane Tillieux
Frank Troosters
Grieken Tom Van
Dries Langenhove Van
Lommel Reccino Van
Joris Vandenbroucke
Anja Vanrobaeys
Kris Verduyckt
Marianne Verhaert
Kathleen Verhelst
Vermeersch Wouter
Hans Verreyt
Albert Vicaire
Thierry Warmoes
Sophie Wilmès
Conde Santiago ﻿Abascal
Bassa Coll Montserrat
Ochoa Tirado Vicente
Bal Edmundo Francés
Choclán Macarena Olona
Echániz Ignacio José Salgado
Francisco Javier Ortega Smith-Molina
Cerdán León Santos
Chirosa Francisco Hervías Javier
López Patxi Álvarez
Joan Josep Nuet Pujals
De Marcos Quinto Romero
Borràs Castanyer Laura
Asens Jaume Llodrà
Antonio José Rodríguez Salas
Izquierdo Javier José Roncero
Carolina I Lozano Telechea
Cano Ignacio López
Alfonso Celis De Gómez Rodríguez
Ana Beltrán María Villalba
José Marín Simón
Alberto Casero Ávila
Alejandro Mur Soler
Echenique Pablo Robba
Patricia Perelló Rueda
Berja Laura Vega
Ignacio José Prendes Prendes
Ceballos Guijarro María
Ana Belén Casero Fernández
De Fernando Gómez Páramo
Figaredo José María Álvarez-Sala
César Pérez Sánchez
Elorza González Odón
Concicao De Garriga Ignacio Vaz
Cayetana De Peralta-Ramos Toledo Álvarez
Gerardo Pisarello Prados
Balbín Carla De Toscano
Ana Julián María Pastor
María Peinado Rosado Ángeles
María Muñoz Vidal
Ferrando Joan Mesquida
Aguayo Montesinos Pablo
Aguilar María Rosell Victoria
Crespín Rafaela Rubio
González Marta Vázquez
Belarra Ione Urteaga
García Gómez Valentín
Antonio José Martos Montilla
Antonio Gómez-Reino Varela
Martínez Ros Susana
Gil Irene María Montero
Funes Marrodán María
Baldoví Joan Roda
Costa Hernanz Sofía
Alcaraz Blanquer Patricia
Conesa Espejo-Saavedra José María
Andre Dioh Diouf Luc
Campo Carlos Juan Moreno
Ana González-Moro María Oramas
Giménez Giménez Sara
De De Espinosa Iván Los Monteros Simón
Del Manuel Real Sánchez Víctor
Arrimadas García Inés
Aizpurua Arzallus Mertxe
Fernández Isaura Leal
Gómez Hernández Héctor
Jódar Marisol Sánchez
Batet Lamaña Meritxell
Arangüena Fernández Pablo
Borrego Cortés Isabel María
Garcés Mario Sanagustín
Concepción Gamarra Ruiz-Clavijo
Francisco José Rodríguez Salazar
García Montse Mínguez
Díaz Guillermo Gómez
Franco José Manuel Pardo
Begoña Nasarre Oliva
Ferro Martínez María Valentina
Sultana Zarah
Chamberlain Wendy
Crosbie Virginia
Randall Tom
Hunt Tom
Clarke Theo
Owatemi Taiwo
Ali Tahir
Suzanne Webb
Anderson Stuart
Bonnar Steven
Flynn Stephen
Farry Stephen
Gale Roger Sir
Duncan Iain Sir Smith
Brady Graham Sir
Charles Sir Walker
Baillie Siobhan
Jupp Simon
Fell Simon
Baynes Simon
Bailey Shaun
Saxby Selaine
Benton Scott
Owen Sarah
Olney Sarah
Atherton Sarah
Britcliffe Sara
Bhatti Saqib
Sam Tarry
Hart Sally-Ann
Jones Ruth
Edwards Ruth
Millar Robin
Largan Robert
Moore Robbie
Rob Roberts
Butler Rob
Rishi Sunak
Richard Thomson
Hopkins Rachel
Barker Paula
Howell Paul
Holmes Paul
Bristow Paul
Owen Thompson
Blake Olivia
Dowden Oliver
Nicola Richards
Aiken Nickie
Fletcher Nick
Hanvey Neale
Mishra Navendu
Nadia Whittome
Munira Wilson
Marie Ms Rimmer
Elphicke Mrs Natalie
Drummond Flick Mrs
Morgan Mr Stephen
Holden Mr Richard
Jayawardena Mr Ranil
Bacon Gareth Mr
Dines Miss Sarah
Mick Whitley
Foy Kelly Mary
Jenkinson Mark
Eastwood Mark
Ferrier Margaret
Longhi Marco
Maggie Throup
Lia Nici
Anderson Lee
Farris Laura
Kirsten Oswald
Johnson Kim
Kenny Macaskill
Fletcher Katherine
Kate Osborne
Karl Mccartney
Julie Marson
Julian Sturdy
Joy Morrissey
Gullis Jonathan
John Nicolson
Finucane John
Gideon Jo
Jerome Mayhew
Jason Mccartney
Jane Stevenson
Hunt Jane
James Wild
James Sunderland
James Murray
Daly James
Jacob Young
Ahmad Imran Khan
Ian Paisley
Byrne Ian
Greg Smith
Gary Sambrook
Davies Gareth
Gagan Mohindra
Eshalomi Florence
Anderson Fleur
Clark Feryal
Buchan Felicity
Fay Jones
Colburn Elliot
Edward Timpson
Baker Duncan
Dr Hudson Neil
Dr Evans Luke
Dr Kieran Mullan
Dr Jamie Wallis
Davies Dr James
Dan Dr Poulter
Caroline Dr Johnson
Ben Dr Spencer
Davison Dehenna
Dean Russell
David Simmonds
David Johnston
Dave Doogan
Darren Henry
Danny Kruger
Damien Moore
Cooper Daisy
Craig Williams
Colum Eastwood
Claudia Webbe
Claire Hanna
Claire Coutinho
Christian Wakeford
Chris Loder
Chris Clarkson
Cherilyn Mackrory
Charlotte Nichols
Ansell Caroline
Carla Lockhart
Brendan Clarke-Smith
Beth Winter
Ben Everitt
Ben Bradley
Bell Ribeiro-Addy
Apsana Begum
Antony Higginbotham
Anthony Mangnall
Anthony Browne
Anne Mclaughlin
Angela Richardson
Andy Carter
Andrew Griffith
Amy Callaghan
Amanda Solloway
Allan Dorans
Alicia Kearns
Alexander Stafford
Alex Davies-Jones
Abena Oppong-Asare
Aaron Bell
Blimlinger Eva Mag.
Brandstätter Dr. Helmut
Brandstötter Henrike
Bürstmayr Georg Mag.
Disoski Mag. Meri
El-Nagashi Faika Mag.
Dr. Ernst-Dziedzic Ewa
Eypeltauer Felix Mag.
Fischer Mag. Ulrike
Ernst Gödl Mag.
Dr. Elisabeth Götze
Hamann Mag. Sibylle
Hammer Lukas
Elisabeth Herr Julia
Hofer Ing. Norbert
Douglas Hoyos-Trauttmansdorff
Jachs Johanna Mag.
Gerhard Kaniak Mag.
Herbert Kickl
Kirchbaumer Rebecca
Klaus Köchl
Köllner Ma Maximilian
Koza Mag. Markus
Katharina Kucharowits
Künsberg Mag. Martina Sarre
Laimer Robert
Lercher Maximilian
Ing. Litschauer Martin
Dr. Johannes Margreiter
Christoph Dr. Matznetter
Ba Maurer Sigrid
Josef Muchitsch
Barbara Neßler
Agnes Mag. Prammer Sirkka
Christian Mag. Ragger
Dr. Msc Pamela Rendi-Wagner
Gertraud Mmmag. Salzmann
Ralph Schallmeiner
Josef Schellhorn
Joachim Schnabel
Michael Schnedlitz
Ba Dr. Jakob Mag. Schwarz
Shetty Yannick
Rudolf Silvan
David Stögmüller
Mag. Nina Tomaselli
Dipl.-Ing. Olga Voglauer
Mag. Selma Yildirim
Süleyman Zorba
Aceves Galindo José Luis
Agirretxea Andoni Joseba Urresti
Aizcorbe José Juan Torra
Alcaraz Francisco José Martos
Alfonso Cendón Javier
Agustín Almodóbar Barceló
Alonso José Pérez Ángel
Alonso-Cuevillas I Jaume Sayrol
Beatriz Fanjul Álvarez
Andrés Añón Carmen
Anguita Omar Pérez
Aranda Francisco Vargas
Arribas Manuel Maroto
Baños Carmen Ruiz
Barandiaran Benito Íñigo
Bas Corugeira Javier
Accensi Bel Ferran
Betoret Coll Vicente
Boadella Esteve Genís
Borrás Mireia Pabón
Albert Botran Pahissa
Barco Bravo Eva
Bueno Campanario Eva Patricia
Caballero Gutiérrez Helena
Cabezón Casas Tomás
Antonio Callejas Cano Juan
Calvo Juan Liste Pablo
Calvo Carmen Poyato
Cambronero Pablo Piqueras
Cañadell Concep Salvia
Canales De Duque Gracia Mariana
Cañizares Inés María Pacheco
Carazo Eduardo Hermoso
Carcedo Luisa María Roces
Beatriz Carrillo De Los Micaela Reyes
Carvalho Dantas María
Casares Hontañón Pedro
Castellón Miguel Rubio Ángel
Cerqueiro González Javier
Chamorro Delmo Ricardo
Contreras Francisco José Peláez
Cortés Gómez Ismael
Cruz-Guzmán García María Soledad
Asua Cuatrecasas Juan
De Fernández Heras Las Patricia
De Llanos Luna Tobarra
De Meer Méndez Rocío
De Del Iscar Julio Valle
Del Emilio Jesús Rodríguez Valle
Carlos Durán José Peralta
Alicia Calonje Cristina Esteban
Antidio Campo Fagúndez
Andrea Benéitez Fernández
Fernández Hernández Pedro
Fernández Ríos Tomás
Fernández-Lomana Gutiérrez Rafael
Carlos Fernández-Roca Hugo Suárez
Carmona Franco Isabel
Bernardo Curbelo Fuentes Juan
Bugarín Diego Gago
Chavarría García María Montserrat
Díez García Joaquín María
García López Maribel
García Morís Roberto
Del García Mar María Puig
Alicia García Rodríguez
García Isabel Tejerina
Garrido Gutiérrez Pilar
Collado Gázquez Paloma
De Gestoso Luis Miguel
Caballero González Miguel Ángel
Coello De González Portugal Víctor
Carmen Del González Guinda María
Ariagona González Pérez
Cunillera Granollers Inés
Esteruelas Guaita Sandra
Guerra López Sonia
Guinart Lídia Moreno
Adolfo De Díaz Fernando Gutiérrez Otazu
Gutiérrez Indalecio Salinas
De Hispán Iglesias Pablo Ussel
Antonio Honrubia Hurtado Pedro
Dausà Illamola Mariona
García Iñarritu Jon
Jerez Juan Miguel Ángel
Jiménez Revuelta Rodrigo
Barrio Jiménez-Becerril María Teresa
José Rafael Vélez
Antonia Díaz Jover
Jesús Ledesma Martín Sebastián
Cid Fuensanta Lima
López María Teresa Álvarez
Domínguez Laura López
López Maraver Ángel
Gema López Somoza
Cristina López Zamora
Andrés Lorite Lorite
Fernández José Losada
Maestro Moliner Roser
Manso Olivar Rubén Silvano
Domínguez Marcos Pilar
Joan Margall Sastre
Klose Marí Pau
Manuel Mariscal Zabala
Guerrero María Márquez
Domínguez Marra María Ángeles
Carmen Granados Martínez María
Isidro Manuel Martínez Oblanca
De García Jalón Matute Oskar
José María Mazón Ramos
María Medel Pérez Rosa
Lourdes Monasterio Méndez
Javier Martínez Merino
Barea Manuel Mestre
Cuadrado Jesús María Montero
De Macarena Miguel Montesinos
Gómez María Moraleja Tristana
Dalda Lucía Muñoz
Bandera Dolores María Narváez
Gómez Julio Navalpotro
López Navarro Pedro
Campo Del Magdalena María Nevado
Camero I Míriam Nogueras
Inmaculada López María Oria
Galván José Ortiz
Esther Padilla Ruiz
Miguel Núñez Paniagua Ángel
Pedraja Raquel Sáinz
Juan Luis Molina Pedreño
Abellás Adolfo Pérez
Auxiliadora Díaz María Pérez
Maya Píriz Valentín Víctor
Carmen Cárdenes Del María Pita
Ana Nieto Prieto
Margarita Prohens Rigo
Farré I Norma Pujol
María Pilar Ramallo Vázquez
Arnau Carner Ramírez
Del José Ramírez Río
César Esteban Joaquín Ramos
José Luis Ramos Rodríguez
Calvillo De La María O Redondo
Candamil Néstor Rego
Germán Martínez Renau
Jesús Novoa Pedro Requejo
Carmen Regadera Riolobos
Joaquín López Robles
Alberto Almeida Andrés Rodríguez
Elvira Herrer María Rodríguez
De Los María Reyes Romero Vilches
Agustín Castro De Fernández Rosety
I Marta Rosique Saltor
De Iñaki Pinedo Ruiz Undiano
Cabeza De La María Ruiz Solás
Marisa Muñoz Saavedra
Inés Nadal Sabanés
Alonso-Muñumer Pablo Sáez
Idoia Sagastizabal Unzetabarrenetxea
Pedro Pérez-Castejón Sánchez
Herminio Rufino Sancho Íñiguez
Luis Ruiz Santamaría
Enrique Fernando Romero Santiago
Manuel Morell Sarrià Vicent
López Sayas Sergio
Daniel Oraá Senderos
Francisco Juan Martínez Serrano
Ruiz Seva Yolanda
Burillo Juan Luis Soto
Juan Luis Olmedillas Steegmann
Georgina Gil Trías
Bengoechea Edurne Uriarte
Roberto Torrealday Uriarte
Cordero Magdalena Valerio
Balañà Pilar Vallugera
Cantenys Mireia Vehí
Gómez Martina Velarde
Daniel Vicente Viondi
Luisa María Ruiz Vilches
Noemí Quero Villagrasa
Carlos García-Raez José Zambrano
Violet-Anne Wynne
Murphy Verona
Gould Thomas
Matthews Steven
Clarke Sorca
Fearghaíl Seán Ó
Murchú Ruairí Ó
Conway-Walsh Rose
O'Gorman Roderic
O'Donoghue Richard
Cronin Réada
Mcauliffe Paul
Donnelly Paul
Costello Patrick
O'Sullivan Pádraig
Lochlainn Mac Pádraig
Ossian Smyth
Hourigan Neasa
Neale Richmond
Mcnamara Michael
Collins Michael
Matt Shanahan
Butler Mary
Browne Martin
Mark Ward
Cathasaigh Marc Ó
Malcolm Noonan
Farrell Mairéad
Kieran O'Donnell
Johnny Mythen
Guirke Johnny
Joe O'Brien
Flaherty Joe
Jennifer Whitmore
Jennifer Murnane O'Connor
Carroll Jennifer Macneill
James O'Connor
Cairns Holly
Ged Nash
Gannon Gary
Feighan Frankie
Duffy Francis Noel
Emer Higgins
Duncan Smith
Darren O'Rourke
Cormac Devlin
Burke Colm
Claire Kerrane
Cian O'Callaghan
Christopher O'Sullivan
Andrews Chris
Cathal Crowe
Berry Cathal
Bríd Smith
Brian Leddin
Aodhán Ríordáin Ó
Alan Dillon
Andrew Bayly
Belich Camilla
Bennett Glen
Boyack Rachel
Brooking Rachel
Brownlee Gerry
Chen Naisi
Court Simon
Craig Liz
Barbara Edmonds
Ghahraman Golriz
Halbert Shanan
Jackson Willie
Anahila Kanongata'A-Suisuiki
Elizabeth Kerekere
Ingrid Leary
Lewis Steph
Anna Lorck
Chris Luxon
James Mcdowall
Mclellan Tracey
March Menéndez Ricardo
Debbie Ngarewa-Packer
Ngobi Terisa
Greg O’Connor
Ibrahim Omer
Pallett Sarah
Chris Penk
Priyanca Radhakrishnan
Angela Roberts
Deborah Russell
Gaurav Sharma
Erica Stanford
Teanau Tuiono
Tangi Utikere
Brooke Van Velden
Ayesha Verrall
Rawiri Waititi
Vanushi Walters
Angie Clark Warren
Simon Watts
Helen White
Arena Williams
Nicola Willis
Auchincloss Jake
Bentz Cliff
Bice I. Stephanie
Bishop Dan
Boebert Lauren
Bourdeaux Carolyn
Bowman Jamaal
Bush Cori
Cammack Kat
Carl Jerry L.
Cawthorn Madison
Andrew Clyde S.
Byron Donalds
Fallon Pat
Feenstra Randy
Fischbach Michelle
Fitzgerald Scott
C. Franklin Scott
Andrew Garbarino R.
Garcia Mike
A. Carlos Gimenez
Gonzales Tony
González-Colón Jenniffer
Bob Good
Greene Marjorie Taylor
Diana Harshbarger
Herrell Yvette
Ashley Hinson
Jackson Ronny
Chris Jacobs
Jacobs Sara
Jones Mondaire
Kahele KaialiʻI
Fred Keller
Kim Young
Jake Laturner
Fernandez Leger Teresa
Mace Nancy
Malliotakis Nicole
Mann Tracey
E. Kathy Manning
C. Lisa Mcclain
Meijer Peter
Kweisi Mfume
E. Mary Miller
Mariannette Miller-Meeks
Barry Moore
Blake D. Moore
Frank J. Mrvan
E. Nehls Troy
Marie Newman
Jay Obernolte
Burgess Owens
August Pfluger
M. Matthew Rosendale
Deborah K. Ross
Elvira Maria Salazar
F. Michael Nicolas Q. San
Jan Schakowsky
Spartz Victoria
Michelle Steel
Marilyn Strickland
P. Thomas Tiffany
Ritchie Torres
Beth Duyne Van
Nikema Williams
Ron- Vacancy Wright
